0.001908,-0.000445
0.001181,-0.005242
0.000412,-0.011919
-0.000064,-0.018626
-0.000242,-0.025350
-0.000119,-0.032075
0.000207,-0.038795
0.000721,-0.045516
0.001549,-0.052199
0.002680,-0.058836
0.004109,-0.065413
0.005835,-0.071917
0.007852,-0.078335
0.010157,-0.084654
0.012745,-0.090861
0.015610,-0.096943
0.018410,-0.102294
0.020852,-0.106587
0.022781,-0.109768
0.024327,-0.112202
0.025586,-0.114116
0.026579,-0.115586
0.027369,-0.116732
0.027998,-0.117635
0.028497,-0.118349
0.028879,-0.118905
0.029169,-0.119340
0.029386,-0.119690
0.029561,-0.119963
0.029583,-0.119961
0.029589,-0.119951
0.029589,-0.119951
0.029589,-0.119951
0.029589,-0.119951
0.044354,-0.109727
0.084132,-0.069673
0.146792,0.002129
0.230373,0.107103
0.333846,0.253591
0.446681,0.412922
0.563845,0.568910
0.684507,0.722045
0.807915,0.872846
0.933495,1.021742
1.060840,1.169053
1.189625,1.315023
1.319539,1.459925
1.450329,1.603984
1.581804,1.747376
1.713809,1.890246
1.846225,2.032706
1.978947,2.174856
2.111889,2.316781
2.244985,2.458546
2.378180,2.600206
2.511429,2.741806
2.636468,2.872627
2.728103,2.968245
2.791737,3.036816
2.829166,3.076726
2.842280,3.086530
2.833041,3.064790
2.810268,3.033087
2.790603,3.015217
2.773756,3.000783
2.759632,2.989210
2.747748,2.979787
2.737847,2.972103
2.729451,2.965672
2.722532,2.960375
2.716775,2.955947
2.712019,2.952245
2.708086,2.949125
2.704835,2.946474
2.702172,2.944231
2.700021,2.942339
2.698259,2.940717
2.696819,2.939317
2.696101,2.938585
2.696113,2.938604
2.696126,2.938623
2.696139,2.938642
2.696152,2.938661
2.696164,2.938679
2.696177,2.938698
2.696190,2.938716
2.696202,2.938734
2.696215,2.938753
2.687093,2.930641
2.676369,2.925385
2.672921,2.930964
2.669718,2.936703
2.666766,2.942595
2.664060,2.948635
2.661605,2.954812
2.659413,2.961106
2.657494,2.967494
2.655854,2.973962
2.654496,2.980506
2.653431,2.987111
2.652656,2.993755
2.652182,3.000430
2.651145,3.006277
2.649554,3.010600
2.649138,3.014448
2.648912,3.017488
2.648762,3.019946
2.648638,3.021889
2.648653,3.023435
2.648624,3.024643
2.648545,3.025560
2.648488,3.026301
2.648457,3.026886
2.648443,3.027345
2.648431,3.027693
2.648388,3.027872
2.648420,3.027878
2.648452,3.027883
2.648483,3.027888
2.648513,3.027891
2.647898,3.028260
2.671390,3.030368
2.733745,3.033798
2.835009,3.038056
2.975206,3.042611
3.154691,3.046512
3.349111,3.049928
3.543503,3.054429
3.737878,3.059832
3.932238,3.065982
4.126583,3.072744
4.320913,3.080011
4.515232,3.087696
4.709541,3.095723
4.903842,3.104023
5.098137,3.112539
5.292420,3.121230
5.486699,3.130053
5.680979,3.138980
5.875257,3.147983
6.069536,3.157044
6.263814,3.166143
6.458092,3.175266
6.652372,3.184400
6.846652,3.193537
7.040933,3.202668
7.211771,3.211250
7.343058,3.217183
7.435502,3.220970
7.489056,3.223256
7.503909,3.224452
7.503939,3.224455
7.503969,3.224457
7.503998,3.224459
7.504028,3.224461
7.504057,3.224463
7.504086,3.224465
7.505727,3.229056
7.506985,3.235554
7.508626,3.242016
7.510594,3.248416
7.512852,3.254725
7.515392,3.260928
7.518203,3.267012
7.521278,3.272964
7.524610,3.278773
7.528194,3.284428
7.532025,3.289918
7.536097,3.295233
7.540402,3.300361
7.544930,3.305292
7.549673,3.310017
7.554622,3.314524
7.559768,3.318806
7.565099,3.322854
7.570605,3.326659
7.576276,3.330214
7.582100,3.333511
7.588065,3.336544
7.594161,3.339306
7.600372,3.341794
7.606690,3.344002
7.613099,3.345925
7.619588,3.347562
7.626143,3.348908
7.632757,3.349955
7.639416,3.350703
7.646107,3.351142
7.652690,3.351592
7.658933,3.352476
7.664769,3.353915
7.669442,3.355471
7.673181,3.357082
7.676217,3.358629
7.678713,3.359870
7.680794,3.360865
7.682501,3.361587
7.684044,3.361749
7.685331,3.361741
7.686353,3.361721
7.687179,3.361766
7.687825,3.361804
7.688345,3.361820
7.688753,3.361805
7.689073,3.361781
7.689121,3.361753
7.689124,3.361721
7.689127,3.361689
7.689129,3.361658
7.689132,3.361627
7.691419,3.343569
7.690415,3.285650
7.682907,3.189125
7.666732,3.054335
7.635413,2.878225
7.601108,2.687485
7.571855,2.495816
7.546799,2.303454
7.525136,2.110599
7.506268,1.917379
7.489629,1.723899
7.474821,1.530222
7.461485,1.336396
7.449305,1.142459
7.438030,0.948441
7.427481,0.754359
7.417486,0.560228
7.407914,0.366061
7.398656,0.171864
7.389619,-0.022353
7.380732,-0.216585
7.371936,-0.410829
7.363182,-0.605081
7.354433,-0.799337
